tokens	target word	tagger tag	human tag	tp/tn
on other things and try to be calm- calm and well mannered instea	calm	A	A	tn
Yeah . Mm . He was actually very calm about it . Very calm about it .	calm	A	A	tn
um , and- and my father's not a calm person or rational person , the	calm	A	A	tn
of things he was- he would be calm or rational about , but um , he	calm	A	A	tn
n that he would be- totally be calm . My mother was good at wreckin	calm	A	A	tn
got in a accident , he remained calm , he was cool . Either got the c	calm	A	A	tn
, but she was like , had like a calm space , and we was like , wow . A	calm	A	A	tn
ight . And not that you weren't capable , you know , but had you had min	capable	A	A	tn
' t inherently smart enough , or capable of actually achieving success	capable	A	A	tn
Right . And not that we weren't capable . This is another thing that ma	capable	A	A	tn
face . < laugh > Or whether I was capable , I'd always felt like people a	capable	A	A	tn
all my life , and knew what I'm capable of doing , eight out of ten , I	capable	A	A	tn
f pay attention as much as I'm capable of paying attention to things	capable	A	A	tn
hunters , and he knew they were capable of taking care of themselves .	capable	A	A	tn
you have um . What you have is capable people of color who are tired	capable	A	A	tn
are looking at me as less than capable . And what I need to do in that	capable	A	A	tn
make sure that you're actually capable of I guess receiving instructi	capable	A	A	tn
e that back to you . Or just is capable of giving that back . Just caus	capable	A	A	tn
ng smart . And intelligent . And capable . But for the first time , I lit	capable	A	A	tn
ed . I- cause I was be c- uh be careful about that . I was always caref	careful	A	A	tn
' s like you- you just gotta be careful in DC it's like you always run	careful	A	A	tn
. I know- I know right now I'm careful about going lot of places wher	careful	A	A	tn
nd uh , and you just have to be careful how you say what you say . But	careful	A	A	tn
racist down here . You gotta be careful where you are , where you go be	careful	A	A	tn
out what she dreamed about . be careful , um- unintelligible a couple d	careful	A	A	tn
o . And for them to say , oh , be careful of the sun . Don't look into th	careful	A	A	tn
sign ? Oh yeah it is , okay , be careful , have a nice- Like , I don't- I	careful	A	A	tn
me me . By being careless . Not careful . Careless . Now , you follow me ?	careful	A	A	tn
girl . Sometimes you got to be careful what you ask for . Cause you mi	careful	A	A	tn
to . All that . You know . Be- be careful about your friends , who you in	careful	A	A	tn
ew up with , you still gotta be careful who your friends is . Cause lik	careful	A	A	tn
He saw the s- or he'd say , be careful who you let sit in that seat o	careful	A	A	tn
y mixed . But we have to st- be careful with that because sometime , th	careful	A	A	tn
ue too , but uh , you can be- be careful about some s- some known thing	careful	A	A	tn
t just like , you gotta be more careful what's going on . Before I came	careful	A	A	tn
lieve can be avoided . In being careful . I really do . I- I- I- That's	careful	A	A	tn
d you- some- yeah- When you're careless , it's you- you could prevent i	careless	A	A	tn
st worry about me me . By being careless . Not careful . Careless . Now , y	careless	A	A	tn
me , I had dressed in business casual I really wasn't- I'm not used	casual	A	A	tn
curse words , but that's like a casual conversation . And I'm just loo	casual	A	A	tn
might- he might s- strike up a casual conversation someplace or I do	casual	A	A	tn
n we just you know , just- just casual like . Something . I see ' em may	casual	A	A	tn
ou- I feel like I have to stay cautious because you don't know what's	cautious	A	A	tn
the- the one that was like , so cautious about life , it's like we- let '	cautious	A	A	tn
feel like you have to be more cautious of the things that they are do	cautious	A	A	tn
nt money where they have to be cautious , so they can say what they wan	cautious	A	A	tn
n't- you know- < ts > girl I got central air now . I'm like , it's great .	central	A	A	tn
up with education being such a central part of my life with parents w	central	A	A	tn
putting in there . Now she got central air and heat , she don't have t	central	A	A	tn
like , in the- in the heart of central Harlem . Drug central . Prostitu	central	A	A	tn
ing stove is all . But now that central heat is real nice . Yeah . Oh ye	central	A	A	tn
know , my grandmother , she has central air , central heat . She never h	central	A	A	tn
the ceil- ceiling down and put central heat and all of that down ther	central	A	A	tn
h- um , her daughter a- uh , has cerebral palsy , and she was looking for	cerebral	A	A	tn
en I was young . And my son has cerebral palsy , so he's in a special ne	cerebral	A	A	tn
great for people who are at a certain level of income . I think it's	certain	A	A	tn
r certain things . And um , I remember I h	certain	A	A	tn
e to work with her all up to a certain time just to make sure . And I	certain	A	A	tn
azed over top of that to- to a certain degree . Yeah . < laugh > I don't	certain	A	A	tn
h , individual- Let- There were certain teachers that I do remember fo	certain	A	A	tn
' re chosen because you look at certain way . That's fucked up . That is	certain	A	A	tn
I somewhat feel that way to a certain degree now , but if my children	certain	A	A	tn
ot of situations . I could be a certain kind of girl I guess . But I'm	certain	A	A	tn
purchase a house , I only had a certain amount of time . Every house th	certain	A	A	tn
long distance for a while , or certain times of the days , like , all t	certain	A	A	tn
how the study guide is and how certain questions that may be on the t	certain	A	A	tn
. He was like I said there are certain things um , I can remember uh ,	certain	A	A	tn
e expected to carry yourself a certain way , and you know , without- wi	certain	A	A	tn
it was like they wanted like a certain type of black girl . I think li	certain	A	A	tn
get higher and higher , I guess certain classes just get tough and tou	certain	A	A	tn
o get that tobacco in before a certain time . Okay . Cause see , not onl	certain	A	A	tn
a go into the library and read certain books . And I was always wanna	certain	A	A	tn
s basically in- like I said , a certain time was when- when getting th	certain	A	A	tn
on the porch , you say , out on certain certain person on the porch ac	certain	A	A	tn
ard to explain . Well , you have certain- In smaller towns you- Well , e	certain	A	A	tn
th some of them guys too , to a certain extent . But I always like to b	certain	A	A	tn
ell , uh , I feel that there are certain things that you can prevent fr	certain	A	A	tn
b . You know , special teams for certain weight . Well , when I played ou	certain	A	A	tn
all the doors , you know , til a certain time . Then they open- might op	certain	A	A	tn
rned very early that there was certain things I didn't think he was g	certain	A	A	tn
away . You know I have- I know certain places where I can park , I can	certain	A	A	tn
ry mean man . Um , but there was certain things that would happen that	certain	A	A	tn
pe it all in . You gotta type a certain portion of the problem in . You	certain	A	A	tn
eah . And , uh , Uh , like I said , certain parts was wooded- wooded areas	certain	A	A	tn
y do other than try to instill certain concepts of life in them empha	certain	A	A	tn
ecause I sound like I'm from a certain place . And then like there are	certain	A	A	tn
o with me , but I- I'm not even certain about that . I- I can tell you	certain	A	A	tn
le of the floor . You have like certain sections for what go where . I '	certain	A	A	tn
k what it is , they instilled a certain level of fear , and it wasn't t	certain	A	A	tn
e Black man in my opinion to a certain extent is viewed via entertain	certain	A	A	tn
ather difficult . Um , they have certain- I don't know what the require	certain	A	A	tn
don't know , it was- Some- At a certain time we'll all stand up and sa	certain	A	A	tn
appened , like if I don't get a certain scholarship grant that I want ,	certain	A	A	tn
ple of times , I've uh , been on certain trips whereas you climb mounta	certain	A	A	tn
m , I think it was used for uh , certain exams , certain timed exams . An	certain	A	A	tn
going on cause you would hear certain things . But it's not like it i	certain	A	A	tn
ou have low income people in a certain area , it's a ghetto . We don't	certain	A	A	tn
hat one . No . Well , you stand a certain place- it's almost like the sa	certain	A	A	tn
self , what you should do under certain circumstances of living was in	certain	A	A	tn
hat . I mean that uh uh the uh , certain people could do no wrong , and-	certain	A	A	tn
would uh agree to remain in a certain spot . Say at one end of the fi	certain	A	A	tn
place . But it doesn't exceed a certain number of persons , of members .	certain	A	A	tn
and things like that . There's certain restaurants- I still do- We do	certain	A	A	tn
a rope across a w- you know a certain length of distance . And they h	certain	A	A	tn
architecture is- is better in certain areas . Like , the houses look l	certain	A	A	tn
uh close your eyes and count a certain amount , and then uh everybody	certain	A	A	tn
tle emblem on our jacket and a certain hat and a certain way we had t	certain	A	A	tn
olks grow like seven plants in certain states , bro . It's like twenty-	certain	A	A	tn
e , bro . You learn how to speak certain shit and how to say certain sh	certain	A	A	tn
s German of course . Mm-hm . Uh , certain things , uh- of course , after-	certain	A	A	tn
to know how he felt about the certain things , we were able to discus	certain	A	A	tn
t door . He only gonna affect a certain culture , you see what I'm sayi	certain	A	A	tn
t that I just accept this to a certain degree . If there's nothing tha	certain	A	A	tn
two daughters , so I feel to a certain degree- Now what am I going to	certain	A	A	tn
gonna- he only gonna affect a certain c- you catch that for me . Catc	certain	A	A	tn
ng it , so niggas get away with certain shit . But when it come from a	certain	A	A	tn
I say , left enough , the- they- Certain basic training that the girls	certain	A	A	tn
- how to educate yourself with certain- certain things , you know . Alr	certain	A	A	tn
had cleansed New Orleans to a certain extent , you know . Yeah , M- yea	certain	A	A	tn
nds and just be back home at a certain time , no . My- my dad didn't- A	certain	A	A	tn
I got stuck in saying things a certain way . Cause I wanted to sound m	certain	A	A	tn
ple . And I wanted to like have certain things be true despite what pe	certain	A	A	tn
oming , on the express way at a certain time at night , probably about	certain	A	A	tn
y enjoy crowds that much . To a certain extent , I can enjoy it for a w	certain	A	A	tn
not sounding like I was from a certain place . But I don't know . Your	certain	A	A	tn
ts b- this year um , to , uh , do certain things , like we built a websit	certain	A	A	tn
